date,Price_in_USD_or_index_value
2009-03-20,101.0581
2009-03-21,101.0731
2009-03-22,101.088
2009-03-23,101.103
2009-03-24,101.0319
2009-03-25,100.9674
2009-03-26,101.097
2009-03-27,101.8388
2009-03-28,102.1422
2009-03-29,102.4456
2009-03-30,102.749
2009-03-31,102.3761
2009-04-01,102.1252
2009-04-02,100.8733
2009-04-03,100.6429
2009-04-04,100.7429
2009-04-05,100.8428
2009-04-06,100.9428
2009-04-07,100.9808
2009-04-08,100.8948
2009-04-09,100.7988
2009-04-10,100.7597
2009-04-11,100.5521
2009-04-12,100.3445
2009-04-13,100.1369
2009-04-14,99.9097
2009-04-15,100.1497
2009-04-16,100.0517
2009-04-17,100.5719
2009-04-18,100.8639
2009-04-19,101.156
2009-04-20,101.448
2009-04-21,101.1794
2009-04-22,101.1142
2009-04-23,101.0065
2009-04-24,100.0244
2009-04-25,100.2582
2009-04-26,100.492
2009-04-27,100.7258
2009-04-28,101.3145
2009-04-29,100.0009
2009-04-30,100.1042
2009-05-01,100.0057
2009-05-02,99.7151
2009-05-03,99.4246
2009-05-04,99.134
2009-05-05,98.8529
2009-05-06,98.9044
2009-05-07,98.552
2009-05-08,98.1269
2009-05-09,98.0003
2009-05-10,97.8736
2009-05-11,97.747
2009-05-12,97.8269
2009-05-13,98.0276
2009-05-14,98.1271
2009-05-15,98.1063
2009-05-16,98.0513
2009-05-17,97.9962
2009-05-18,97.9412
2009-05-19,97.2827
2009-05-20,96.5707
2009-05-21,96.6039
2009-05-22,95.8788
2009-05-23,95.9061
2009-05-24,95.9334
2009-05-25,95.9607
2009-05-26,95.988
2009-05-27,95.9622
2009-05-28,96.1313
2009-05-29,95.268
2009-05-30,95.1156
2009-05-31,94.9631
2009-06-01,94.8107
2009-06-02,94.6556
2009-06-03,95.0751
2009-06-04,95.2922
2009-06-05,96.0412
2009-06-06,96.2457
2009-06-07,96.4503
2009-06-08,96.6548
2009-06-09,95.9537
2009-06-10,96.1277
2009-06-11,95.4993
2009-06-12,95.836
2009-06-13,96.1413
2009-06-14,96.4466
2009-06-15,96.7519
2009-06-16,96.2616
2009-06-17,96.64
2009-06-18,96.1482
2009-06-19,96.0325
2009-06-20,96.3156
2009-06-21,96.5987
2009-06-22,96.8818
2009-06-23,96.5196
2009-06-24,96.2369
2009-06-25,96.7072
2009-06-26,96.1935
2009-06-27,96.2097
2009-06-28,96.2258
2009-06-29,96.242
2009-06-30,96.3761
2009-07-01,95.6581
2009-07-02,96.3216
2009-07-03,96.3956
2009-07-04,96.4695
2009-07-05,96.5435
2009-07-06,96.6174
2009-07-07,96.6321
2009-07-08,97.0204
2009-07-09,96.6219
2009-07-10,97.0819
2009-07-11,97.0544
2009-07-12,97.027
2009-07-13,96.9995
2009-07-14,96.6599
2009-07-15,95.8004
2009-07-16,95.7241
2009-07-17,95.6036
2009-07-18,95.4325
2009-07-19,95.2614
2009-07-20,95.0903
2009-07-21,95.0564
2009-07-22,94.8659
2009-07-23,94.532
2009-07-24,94.7046
2009-07-25,94.6917
2009-07-26,94.6788
2009-07-27,94.6659
2009-07-28,94.5592
2009-07-29,95.1678
2009-07-30,94.8967
2009-07-31,94.2526
2009-08-01,94.0461
2009-08-02,93.8396
2009-08-03,93.6331
2009-08-04,93.7281
2009-08-05,93.7848
2009-08-06,93.9358
2009-08-07,94.4692
2009-08-08,94.5157
2009-08-09,94.5622
2009-08-10,94.6087
2009-08-11,94.8678
2009-08-12,94.5394
2009-08-13,94.2392
2009-08-14,94.475
2009-08-15,94.6841
2009-08-16,94.8933
2009-08-17,95.1024
2009-08-18,95.1118
2009-08-19,94.4084
2009-08-20,94.3492
2009-08-21,94.0103
2009-08-22,93.985
2009-08-23,93.9598
2009-08-24,93.9345
2009-08-25,93.9066
2009-08-26,94.8662
2009-08-27,94.7943
2009-08-28,94.4489
2009-08-29,94.506
2009-08-30,94.5631
2009-08-31,94.6202
2009-09-01,95.2201
2009-09-02,95.1575
2009-09-03,94.959
2009-09-04,94.5811
2009-09-05,94.3689
2009-09-06,94.1567
2009-09-07,93.9445
2009-09-08,93.7323
2009-09-09,93.6915
2009-09-10,93.6947
2009-09-11,93.3225
2009-09-12,93.4215
2009-09-13,93.5206
2009-09-14,93.6196
2009-09-15,93.4427
2009-09-16,92.9072
2009-09-17,92.8287
2009-09-18,93.1233
2009-09-19,93.2004
2009-09-20,93.2776
2009-09-21,93.3547
2009-09-22,92.8664
2009-09-23,92.979
2009-09-24,93.4708
2009-09-25,93.5535
2009-09-26,93.5246
2009-09-27,93.4958
2009-09-28,93.4669
2009-09-29,93.7776
2009-09-30,93.1907
2009-10-01,93.5995
2009-10-02,93.6756
2009-10-03,93.5623
2009-10-04,93.4489
2009-10-05,93.3356
2009-10-06,92.619
2009-10-07,92.794
2009-10-08,92.2074
2009-10-09,92.2984
2009-10-10,92.1806
2009-10-11,92.0628
2009-10-12,91.9451
2009-10-13,91.8273
2009-10-14,91.5047
2009-10-15,91.4367
2009-10-16,91.6541
2009-10-17,91.5829
2009-10-18,91.5118
2009-10-19,91.4406
2009-10-20,91.801
2009-10-21,91.3805
2009-10-22,91.6075
2009-10-23,91.7331
2009-10-24,91.8553
2009-10-25,91.9776
2009-10-26,92.0998
2009-10-27,92.5335
2009-10-28,92.8152
2009-10-29,92.4708
2009-10-30,92.6207
2009-10-31,92.5638
2009-11-01,92.507
2009-11-02,92.4501
2009-11-03,92.9037
2009-11-04,92.3725
2009-11-05,92.3437
2009-11-06,92.3848
2009-11-07,92.1519
2009-11-08,91.919
2009-11-09,91.6861
2009-11-10,91.6659
2009-11-11,91.806
2009-11-12,91.9461
2009-11-13,91.5754
2009-11-14,91.4483
2009-11-15,91.3211
2009-11-16,91.194
2009-11-17,91.7419
2009-11-18,91.249
2009-11-19,91.7827
2009-11-20,91.9906
2009-11-21,91.8225
2009-11-22,91.6545
2009-11-23,91.4864
2009-11-24,91.5539
2009-11-25,90.9669
2009-11-26,91.2471
2009-11-27,91.5272
2009-11-28,91.4754
2009-11-29,91.4235
2009-11-30,91.3717
2009-12-01,90.8323
2009-12-02,90.8906
2009-12-03,90.9152
2009-12-04,91.3806
2009-12-05,91.4342
2009-12-06,91.4878
2009-12-07,91.5414
2009-12-08,91.9513
2009-12-09,92.014
2009-12-10,92.0073
2009-12-11,92.2946
2009-12-12,92.2066
2009-12-13,92.1185
2009-12-14,92.0305
2009-12-15,92.3635
2009-12-16,92.1496
2009-12-17,93.225
2009-12-18,93.1632
2009-12-19,93.195
2009-12-20,93.2268
2009-12-21,93.2585
2009-12-22,93.2903
2009-12-23,92.9295
2009-12-24,92.8694
2009-12-25,92.8269
2009-12-26,92.7844
2009-12-27,92.7418
2009-12-28,92.6993
2009-12-29,92.8838
2009-12-30,93.0872
2009-12-31,92.9124
2010-01-01,92.7735
2010-01-02,92.6345
2010-01-03,92.4956
2010-01-04,92.3566
2010-01-05,92.2236
2010-01-06,92.0941
2010-01-07,92.3684
2010-01-08,92.1485
2010-01-09,91.9656
2010-01-10,91.7826
2010-01-11,91.5997
2010-01-12,91.7005
2010-01-13,91.7272
2010-01-14,91.5864
2010-01-15,91.7668
2010-01-16,91.8154
2010-01-17,91.864
2010-01-18,91.9125
2010-01-19,91.9611
2010-01-20,92.6766
2010-01-21,92.6627
2010-01-22,92.943
2010-01-23,92.932
2010-01-24,92.9209
2010-01-25,92.9099
2010-01-26,93.3298
2010-01-27,93.2835
2010-01-28,93.2635
2010-01-29,93.7638
2010-01-30,93.7532
2010-01-31,93.7427
2010-02-01,93.7321
2010-02-02,93.4136
2010-02-03,93.6268
2010-02-04,94.1401
2010-02-05,94.6218
2010-02-06,94.5326
2010-02-07,94.4435
2010-02-08,94.3543
2010-02-09,94.2651
2010-02-10,94.1759
2010-02-11,94.0868
2010-02-12,93.9976
2010-02-13,93.8687
2010-02-14,93.7398
2010-02-15,93.6109
2010-02-16,93.482
2010-02-17,93.7171
2010-02-18,93.8752
2010-02-19,93.9569
2010-02-20,93.8847
2010-02-21,93.8124
2010-02-22,93.7402
2010-02-23,93.9794
2010-02-24,93.9775
2010-02-25,94.3797
2010-02-26,93.6602
2010-02-27,93.7061
2010-02-28,93.752
2010-03-01,93.7979
2010-03-02,93.488
2010-03-03,92.9861
2010-03-04,93.4079
2010-03-05,93.2623
2010-03-06,93.2564
2010-03-07,93.2505
2010-03-08,93.2446
2010-03-09,93.1941
2010-03-10,93.0426
2010-03-11,93.0533
2010-03-12,92.6616
2010-03-13,92.7625
2010-03-14,92.8633
2010-03-15,92.9642
2010-03-16,92.595
2010-03-17,92.4446
2010-03-18,92.7451
2010-03-19,93.0407
2010-03-20,93.0716
2010-03-21,93.1024
2010-03-22,93.1333
2010-03-23,93.006
2010-03-24,93.6468
2010-03-25,93.5885
2010-03-26,93.6873
2010-03-27,93.5568
2010-03-28,93.4264
2010-03-29,93.2959
2010-03-30,93.2627
2010-03-31,92.8987
2010-04-01,92.6661
2010-04-02,92.9057
2010-04-03,92.8253
2010-04-04,92.7448
2010-04-05,92.6644
2010-04-06,92.7373
2010-04-07,92.7452
2010-04-08,92.7211
2010-04-09,92.4772
2010-04-10,92.3991
2010-04-11,92.3211
2010-04-12,92.243
2010-04-13,92.2689
2010-04-14,91.9297
2010-04-15,92.2029
2010-04-16,92.5253
2010-04-17,92.6361
2010-04-18,92.7469
2010-04-19,92.8577
2010-04-20,92.4338
2010-04-21,92.4482
2010-04-22,92.7277
2010-04-23,92.6622
2010-04-24,92.6144
2010-04-25,92.5665
2010-04-26,92.5187
2010-04-27,93.0956
2010-04-28,93.4856
2010-04-29,92.9013
2010-04-30,92.8423
2010-05-01,92.9732
2010-05-02,93.1041
2010-05-03,93.235
2010-05-04,93.8137
2010-05-05,94.3968
2010-05-06,95.3032
2010-05-07,95.2952
2010-05-08,94.9667
2010-05-09,94.6381
2010-05-10,94.3096
2010-05-11,94.4305
2010-05-12,94.5515
2010-05-13,94.5071
2010-05-14,95.3746
2010-05-15,95.5762
2010-05-16,95.7779
2010-05-17,95.9795
2010-05-18,95.6212
2010-05-19,96.5083
2010-05-20,96.9483
2010-05-21,96.2911
2010-05-22,96.4085
2010-05-23,96.5259
2010-05-24,96.6433
2010-05-25,97.5487
2010-05-26,97.1879
2010-05-27,96.3611
2010-05-28,96.3062
2010-05-29,96.3827
2010-05-30,96.4592
2010-05-31,96.5358
2010-06-01,96.6123
2010-06-02,96.615
2010-06-03,96.461
2010-06-04,97.1688
2010-06-05,97.2802
2010-06-06,97.3916
2010-06-07,97.503
2010-06-08,97.3425
2010-06-09,96.8938
2010-06-10,96.4877
2010-06-11,96.5616
2010-06-12,96.3105
2010-06-13,96.0593
2010-06-14,95.8082
2010-06-15,95.7049
2010-06-16,95.5668
2010-06-17,95.4973
2010-06-18,95.2981
2010-06-19,95.1489
2010-06-20,94.9997
2010-06-21,94.8505
2010-06-22,95.1165
2010-06-23,95.4853
2010-06-24,95.6194
2010-06-25,95.4582
2010-06-26,95.3953
2010-06-27,95.3325
2010-06-28,95.2696
2010-06-29,96.0199
2010-06-30,95.9934
2010-07-01,95.8018
2010-07-02,95.6345
2010-07-03,95.5026
2010-07-04,95.3707
2010-07-05,95.2388
2010-07-06,95.1069
2010-07-07,95.1795
2010-07-08,94.7734
2010-07-09,94.683
2010-07-10,94.7753
2010-07-11,94.8675
2010-07-12,94.9598
2010-07-13,94.3856
2010-07-14,94.3247
2010-07-15,94.1988
2010-07-16,94.5061
2010-07-17,94.5381
2010-07-18,94.57
2010-07-19,94.602
2010-07-20,94.542
2010-07-21,94.4496
2010-07-22,94.1135
2010-07-23,94.1431
2010-07-24,94.0139
2010-07-25,93.8848
2010-07-26,93.7556
2010-07-27,93.7583
2010-07-28,93.7506
2010-07-29,93.6004
2010-07-30,93.2793
2010-07-31,93.1167
2010-08-01,92.9542
2010-08-02,92.7916
2010-08-03,92.6258
2010-08-04,92.731
2010-08-05,92.6401
2010-08-06,92.5915
2010-08-07,92.6185
2010-08-08,92.6456
2010-08-09,92.6726
2010-08-10,93.2197
2010-08-11,93.7778
2010-08-12,93.8905
2010-08-13,94.0457
2010-08-14,93.9605
2010-08-15,93.8754
2010-08-16,93.7902
2010-08-17,93.4239
2010-08-18,93.3719
2010-08-19,93.7141
2010-08-20,94.2087
2010-08-21,94.249
2010-08-22,94.2892
2010-08-23,94.3295
2010-08-24,94.4362
2010-08-25,94.7372
2010-08-26,94.3523
2010-08-27,94.3462
2010-08-28,94.4282
2010-08-29,94.5102
2010-08-30,94.5922
2010-08-31,94.7204
2010-09-01,94.1148
2010-09-02,94.0852
2010-09-03,93.6952
2010-09-04,93.7819
2010-09-05,93.8686
2010-09-06,93.9553
2010-09-07,94.042
2010-09-08,93.7785
2010-09-09,93.7033
2010-09-10,93.6768
2010-09-11,93.4768
2010-09-12,93.2767
2010-09-13,93.0767
2010-09-14,92.6182
2010-09-15,92.9313
2010-09-16,92.9108
2010-09-17,92.9418
2010-09-18,92.8777
2010-09-19,92.8137
2010-09-20,92.7496
2010-09-21,92.6684
2010-09-22,92.0647
2010-09-23,92.0233
2010-09-24,91.5996
2010-09-25,91.5598
2010-09-26,91.5201
2010-09-27,91.4803
2010-09-28,91.3493
2010-09-29,91.1632
2010-09-30,91.3415
2010-10-01,90.836
2010-10-02,90.8912
2010-10-03,90.9463
2010-10-04,91.0015
2010-10-05,90.5622
2010-10-06,90.1411
2010-10-07,90.286
2010-10-08,90.1133
2010-10-09,90.1401
2010-10-10,90.1668
2010-10-11,90.1936
2010-10-12,90.2203
2010-10-13,89.7779
2010-10-14,89.5228
2010-10-15,89.6815
2010-10-16,89.7371
2010-10-17,89.7928
2010-10-18,89.8484
2010-10-19,90.5499
2010-10-20,90.1446
2010-10-21,90.138
2010-10-22,90.4063
2010-10-23,90.2485
2010-10-24,90.0906
2010-10-25,89.9328
2010-10-26,90.2818
2010-10-27,90.8038
2010-10-28,90.2407
2010-10-29,90.0935
2010-10-30,90.0726
2010-10-31,90.0516
2010-11-01,90.0307
2010-11-02,89.6847
2010-11-03,89.7079
2010-11-04,88.9831
2010-11-05,89.2441
2010-11-06,89.3531
2010-11-07,89.4621
2010-11-08,89.5711
2010-11-09,89.558
2010-11-10,89.9056
2010-11-11,90.0379
2010-11-12,90.1701
2010-11-13,90.2578
2010-11-14,90.3454
2010-11-15,90.4331
2010-11-16,91.1102
2010-11-17,90.9282
2010-11-18,90.649
2010-11-19,90.6986
2010-11-20,90.6998
2010-11-21,90.7011
2010-11-22,90.7023
2010-11-23,91.4318
2010-11-24,91.2179
2010-11-25,91.5165
2010-11-26,91.8152
2010-11-27,91.9434
2010-11-28,92.0715
2010-11-29,92.1997
2010-11-30,92.1494
2010-12-01,91.6799
2010-12-02,91.2651
2010-12-03,90.8788
2010-12-04,90.9248
2010-12-05,90.9707
2010-12-06,91.0167
2010-12-07,90.9732
2010-12-08,91.3376
2010-12-09,91.3923
2010-12-10,91.2831
2010-12-11,91.15
2010-12-12,91.0168
2010-12-13,90.8837
2010-12-14,90.764
2010-12-15,91.094
2010-12-16,91.3773
2010-12-17,91.5555
2010-12-18,91.5836
2010-12-19,91.6117
2010-12-20,91.6398
2010-12-21,91.519
2010-12-22,91.429
2010-12-23,91.3013
2010-12-24,91.275
2010-12-25,91.2488
2010-12-26,91.2225
2010-12-27,91.1963
2010-12-28,90.9848
2010-12-29,90.7669
2010-12-30,90.5146
2010-12-31,90.374
2011-01-01,90.2335
2011-01-02,90.093
2011-01-03,89.9524
2011-01-04,90.3277
2011-01-05,90.5715
2011-01-06,90.9125
2011-01-07,91.0001
2011-01-08,91.0101
2011-01-09,91.02
2011-01-10,91.03
2011-01-11,90.8431
2011-01-12,90.4111
2011-01-13,89.9019
2011-01-14,90.0461
2011-01-15,89.9898
2011-01-16,89.9335
2011-01-17,89.8773
2011-01-18,89.821
2011-01-19,89.6948
2011-01-20,90.1316
2011-01-21,89.7204
2011-01-22,89.6594
2011-01-23,89.5985
2011-01-24,89.5375
2011-01-25,89.7279
2011-01-26,89.5091
2011-01-27,89.5728
2011-01-28,89.8189
2011-01-29,89.7773
2011-01-30,89.7356
2011-01-31,89.694
2011-02-01,89.1436
2011-02-02,89.0737
2011-02-03,89.2522
2011-02-04,89.391
2011-02-05,89.3792
2011-02-06,89.3674
2011-02-07,89.3556
2011-02-08,89.1241
2011-02-09,89.4166
2011-02-10,89.6266
2011-02-11,89.8784
2011-02-12,89.8704
2011-02-13,89.8623
2011-02-14,89.8543
2011-02-15,89.8871
2011-02-16,89.7059
2011-02-17,89.4102
2011-02-18,89.1974
2011-02-19,89.2635
2011-02-20,89.3295
2011-02-21,89.3956
2011-02-22,89.4617
2011-02-23,89.4186
2011-02-24,89.2346
2011-02-25,89.1664
2011-02-26,89.0906
2011-02-27,89.0149
2011-02-28,88.9391
2011-03-01,88.831
2011-03-02,88.7317
2011-03-03,88.637
2011-03-04,88.4898
2011-03-05,88.5001
2011-03-06,88.5104
2011-03-07,88.5207
2011-03-08,88.6454
2011-03-09,88.5328
2011-03-10,88.8698
2011-03-11,88.691
2011-03-12,88.6337
2011-03-13,88.5764
2011-03-14,88.5191
2011-03-15,88.7845
2011-03-16,88.9785
2011-03-17,88.6549
2011-03-18,88.5221
2011-03-19,88.4158
2011-03-20,88.3095
2011-03-21,88.2032
2011-03-22,88.0665
2011-03-23,88.3328
2011-03-24,88.0592
2011-03-25,88.1716
2011-03-26,88.2163
2011-03-27,88.2611
2011-03-28,88.3058
2011-03-29,88.3991
2011-03-30,88.2298
2011-03-31,88.0299
2011-04-01,87.7993
2011-04-02,87.8131
2011-04-03,87.8268
2011-04-04,87.8406
2011-04-05,87.7483
2011-04-06,87.4913
2011-04-07,87.532
2011-04-08,87.1493
2011-04-09,87.1309
2011-04-10,87.1124
2011-04-11,87.094
2011-04-12,87.2943
2011-04-13,87.2093
2011-04-14,87.0802
2011-04-15,87.005
2011-04-16,87.1727
2011-04-17,87.3404
2011-04-18,87.5081
2011-04-19,87.0791
2011-04-20,86.5642
2011-04-21,86.2256
2011-04-22,86.3742
2011-04-23,86.3837
2011-04-24,86.3931
2011-04-25,86.4026
2011-04-26,86.2576
2011-04-27,86.2519
2011-04-28,85.8419
2011-04-29,85.5999
2011-04-30,85.5732
2011-05-01,85.5466
2011-05-02,85.5199
2011-05-03,85.6352
2011-05-04,85.8917
2011-05-05,86.508
2011-05-06,86.4575
2011-05-07,86.5832
2011-05-08,86.7089
2011-05-09,86.8346
2011-05-10,86.6518
2011-05-11,86.7195
2011-05-12,87.0767
2011-05-13,87.4176
2011-05-14,87.3888
2011-05-15,87.3599
2011-05-16,87.3311
2011-05-17,87.6307
2011-05-18,87.295
2011-05-19,87.2638
2011-05-20,87.3044
2011-05-21,87.501
2011-05-22,87.6975
2011-05-23,87.8941
2011-05-24,87.662
2011-05-25,87.6136
2011-05-26,87.5588
2011-05-27,86.9525
2011-05-28,86.8784
2011-05-29,86.8042
2011-05-30,86.7301
2011-05-31,86.656
2011-06-01,86.5964
2011-06-02,86.8435
2011-06-03,86.4234
2011-06-04,86.4379
2011-06-05,86.4524
2011-06-06,86.4669
2011-06-07,86.3627
2011-06-08,86.5714
2011-06-09,86.5913
2011-06-10,87.042
2011-06-11,87.0473
2011-06-12,87.0526
2011-06-13,87.0579
2011-06-14,86.6771
2011-06-15,87.3342
2011-06-16,87.6917
2011-06-17,87.2179
2011-06-18,87.2089
2011-06-19,87.1998
2011-06-20,87.1908
2011-06-21,86.857
2011-06-22,86.8067
2011-06-23,87.455
2011-06-24,87.5014
2011-06-25,87.5084
2011-06-26,87.5155
2011-06-27,87.5225
2011-06-28,87.2178
2011-06-29,86.8014
2011-06-30,86.4786
2011-07-01,86.3613
2011-07-02,86.3773
2011-07-03,86.3933
2011-07-04,86.4093
2011-07-05,86.4253
2011-07-06,86.6825
2011-07-07,86.4825
2011-07-08,86.615
2011-07-09,86.7771
2011-07-10,86.9392
2011-07-11,87.1013
2011-07-12,87.1701
2011-07-13,86.5697
2011-07-14,86.5234
2011-07-15,86.5169
2011-07-16,86.6629
2011-07-17,86.8089
2011-07-18,86.9549
2011-07-19,86.4386
2011-07-20,86.2794
2011-07-21,85.8378
2011-07-22,85.8623
2011-07-23,85.8417
2011-07-24,85.8212
2011-07-25,85.8006
2011-07-26,85.4692
2011-07-27,85.7126
2011-07-28,85.8245
2011-07-29,85.7282
2011-07-30,85.8318
2011-07-31,85.9355
2011-08-01,86.0391
2011-08-02,86.0533
2011-08-03,86.0706
2011-08-04,86.9299
2011-08-05,87.1084
2011-08-06,87.1347
2011-08-07,87.161
2011-08-08,87.1873
2011-08-09,87.3919
2011-08-10,87.3792
2011-08-11,87.3215
2011-08-12,87.177
2011-08-13,87.0352
2011-08-14,86.8933
2011-08-15,86.7515
2011-08-16,86.7115
2011-08-17,86.5518
2011-08-18,87.1271
2011-08-19,86.8286
2011-08-20,86.9108
2011-08-21,86.9931
2011-08-22,87.0753
2011-08-23,86.9001
2011-08-24,87.1316
2011-08-25,87.2306
2011-08-26,87.0751
2011-08-27,86.9978
2011-08-28,86.9206
2011-08-29,86.8433
2011-08-30,87.001
2011-08-31,86.7739
2011-09-01,86.8512
2011-09-02,87.1797
2011-09-03,87.4259
2011-09-04,87.6721
2011-09-05,87.9183
2011-09-06,88.1645
2011-09-07,87.9699
2011-09-08,88.1162
2011-09-09,88.9514
2011-09-10,89.0407
2011-09-11,89.1299
2011-09-12,89.2192
2011-09-13,89.2653
2011-09-14,89.419
2011-09-15,89.0647
2011-09-16,89.1108
2011-09-17,89.3851
2011-09-18,89.6593
2011-09-19,89.9336
2011-09-20,89.8777
2011-09-21,90.3453
2011-09-22,92.075
2011-09-23,91.6904
2011-09-24,91.7177
2011-09-25,91.7451
2011-09-26,91.7724
2011-09-27,90.8985
2011-09-28,91.0227
2011-09-29,91.3033
2011-09-30,91.9998
2011-10-01,92.1708
2011-10-02,92.3418
2011-10-03,92.5128
2011-10-04,92.9508
2011-10-05,92.3008
2011-10-06,91.9661
2011-10-07,91.2469
2011-10-08,91.1642
2011-10-09,91.0815
2011-10-10,90.9989
2011-10-11,90.9162
2011-10-12,90.3378
2011-10-13,90.6603
2011-10-14,90.2116
2011-10-15,90.2297
2011-10-16,90.2479
2011-10-17,90.266
2011-10-18,90.5907
2011-10-19,90.3317
2011-10-20,91.1026
2011-10-21,90.279
2011-10-22,90.1379
2011-10-23,89.9969
2011-10-24,89.8558
2011-10-25,89.9525
2011-10-26,90.0836
2011-10-27,88.7882
2011-10-28,88.6382
2011-10-29,88.8272
2011-10-30,89.0163
2011-10-31,89.2053
2011-11-01,90.7296
2011-11-02,90.244
2011-11-03,90.2961
2011-11-04,90.3154
2011-11-05,90.338
2011-11-06,90.3606
2011-11-07,90.3832
2011-11-08,90.172
2011-11-09,90.6991
2011-11-10,90.8588
2011-11-11,90.8245
2011-11-12,90.7901
2011-11-13,90.7558
2011-11-14,90.7215
2011-11-15,91.1081
2011-11-16,91.1237
2011-11-17,91.1822
2011-11-18,91.3676
2011-11-19,91.5777
2011-11-20,91.7877
2011-11-21,91.9978
2011-11-22,92.0193
2011-11-23,92.7463
2011-11-24,92.9459
2011-11-25,93.1455
2011-11-26,92.9298
2011-11-27,92.714
2011-11-28,92.4983
2011-11-29,92.2163
2011-11-30,91.4728
2011-12-01,91.227
2011-12-02,91.3532
2011-12-03,91.2717
2011-12-04,91.1902
2011-12-05,91.1087
2011-12-06,91.2817
2011-12-07,91.2331
2011-12-08,91.668
2011-12-09,91.6122
2011-12-10,91.854
2011-12-11,92.0957
2011-12-12,92.3375
2011-12-13,92.5456
2011-12-14,93.2176
2011-12-15,92.8858
2011-12-16,92.8252
2011-12-17,92.8396
2011-12-18,92.8541
2011-12-19,92.8685
2011-12-20,92.432
2011-12-21,92.5262
2011-12-22,92.3883
2011-12-23,92.3897
2011-12-24,92.3957
2011-12-25,92.4017
2011-12-26,92.4077
2011-12-27,92.4137
2011-12-28,92.8374
2011-12-29,92.7398
2011-12-30,92.4262
2011-12-31,92.2584
2012-01-01,92.0906
2012-01-02,91.9229
2012-01-03,91.7551
2012-01-04,92.0345
2012-01-05,92.5773
2012-01-06,92.7183
2012-01-07,92.7261
2012-01-08,92.734
2012-01-09,92.7418
2012-01-10,92.2461
2012-01-11,92.554
2012-01-12,92.2274
2012-01-13,92.5385
2012-01-14,92.4074
2012-01-15,92.2763
2012-01-16,92.1453
2012-01-17,92.0142
2012-01-18,91.6943
2012-01-19,91.3316
2012-01-20,91.3661
2012-01-21,91.2394
2012-01-22,91.1127
2012-01-23,90.986
2012-01-24,91.181
2012-01-25,91.277
2012-01-26,90.3962
2012-01-27,90.2559
2012-01-28,90.3293
2012-01-29,90.4028
2012-01-30,90.4762
2012-01-31,90.5538
2012-02-01,90.0963
2012-02-02,89.8765
2012-02-03,89.8491
2012-02-04,89.8296
2012-02-05,89.8102
2012-02-06,89.7907
2012-02-07,89.5968
2012-02-08,89.6555
2012-02-09,89.6246
2012-02-10,90.1024
2012-02-11,90.0314
2012-02-12,89.9605
2012-02-13,89.8895
2012-02-14,90.1919
2012-02-15,90.1932
2012-02-16,90.3109
2012-02-17,90.23
2012-02-18,90.1754
2012-02-19,90.1209
2012-02-20,90.0663
2012-02-21,90.0117
2012-02-22,90.2472
2012-02-23,90.1108
2012-02-24,89.9104
2012-02-25,89.9281
2012-02-26,89.9458
2012-02-27,89.9635
2012-02-28,89.8103
2012-02-29,89.7487
2012-03-01,89.7817
2012-03-02,90.135
2012-03-03,90.1816
2012-03-04,90.2282
2012-03-05,90.2748
2012-03-06,90.8237
2012-03-07,90.6837
2012-03-08,90.2598
2012-03-09,90.4341
2012-03-10,90.5108
2012-03-11,90.5876
2012-03-12,90.6643
2012-03-13,90.5363
2012-03-14,90.9325
2012-03-15,90.7866
2012-03-16,90.5245
2012-03-17,90.447
2012-03-18,90.3695
2012-03-19,90.292
2012-03-20,90.6065
2012-03-21,90.6761
2012-03-22,90.8225
2012-03-23,90.6156
2012-03-24,90.5193
2012-03-25,90.4229
2012-03-26,90.3266
2012-03-27,90.2796
2012-03-28,90.603
2012-03-29,90.7285
2012-03-30,90.4593
2012-03-31,90.3885
2012-04-01,90.3178
2012-04-02,90.247
2012-04-03,90.1921
2012-04-04,90.8284
2012-04-05,90.8781
2012-04-06,90.9375
2012-04-07,90.9458
2012-04-08,90.9541
2012-04-09,90.9624
2012-04-10,91.2728
2012-04-11,91.1768
2012-04-12,90.7694
2012-04-13,91.0558
2012-04-14,91.1157
2012-04-15,91.1756
2012-04-16,91.2355
2012-04-17,90.7661
2012-04-18,90.9326
2012-04-19,91.0833
2012-04-20,90.8066
2012-04-21,90.8974
2012-04-22,90.9882
2012-04-23,91.079
2012-04-24,90.8153
2012-04-25,90.756
2012-04-26,90.6428
2012-04-27,90.3269
2012-04-28,90.3391
2012-04-29,90.3512
2012-04-30,90.3634
2012-05-01,90.3227
2012-05-02,90.6144
2012-05-03,90.6839
2012-05-04,91.0497
2012-05-05,91.058
2012-05-06,91.0664
2012-05-07,91.0747
2012-05-08,91.4107
2012-05-09,91.7632
2012-05-10,91.7077
2012-05-11,91.7306
2012-05-12,91.9034
2012-05-13,92.0763
2012-05-14,92.2491
2012-05-15,92.5235
2012-05-16,92.903
2012-05-17,92.9632
2012-05-18,93.1395
2012-05-19,93.1245
2012-05-20,93.1095
2012-05-21,93.0945
2012-05-22,93.1113
2012-05-23,93.8855
2012-05-24,93.8027
2012-05-25,93.9488
2012-05-26,93.9304
2012-05-27,93.9119
2012-05-28,93.8935
2012-05-29,93.875
2012-05-30,94.302
2012-05-31,94.6856
2012-06-01,94.6979
2012-06-02,94.6381
2012-06-03,94.5782
2012-06-04,94.5184
2012-06-05,94.6184
2012-06-06,94.0362
