date,Price_in_USD_or_index_value
2018-11-12,116.6206
2018-11-13,116.6684
2018-11-14,116.4973
2018-11-15,116.3866
2018-11-16,115.926
2018-11-17,115.9462
2018-11-18,115.9663
2018-11-19,115.9865
2018-11-20,116.237
2018-11-21,116.0927
2018-11-22,116.2822
2018-11-23,116.4717
2018-11-24,116.5217
2018-11-25,116.5716
2018-11-26,116.6216
2018-11-27,116.9008
2018-11-28,116.8349
2018-11-29,116.1973
2018-11-30,116.414
2018-12-01,116.2449
2018-12-02,116.0759
2018-12-03,115.9068
2018-12-04,116.0042
2018-12-05,116.2023
2018-12-06,116.4004
2018-12-07,116.0861
2018-12-08,116.2828
2018-12-09,116.4794
2018-12-10,116.6761
2018-12-11,116.7578
2018-12-12,116.2225
2018-12-13,116.3989
2018-12-14,116.7911
2018-12-15,116.6788
2018-12-16,116.5666
2018-12-17,116.4543
2018-12-18,116.4141
2018-12-19,116.0691
2018-12-20,116.0194
2018-12-21,116.2233
2018-12-22,116.2219
2018-12-23,116.2204
2018-12-24,116.219
2018-12-25,116.1681
2018-12-26,116.1172
2018-12-27,115.9936
2018-12-28,115.7239
2018-12-29,115.672
2018-12-30,115.62
2018-12-31,115.5681
2019-01-01,115.6677
2019-01-02,115.7674
2019-01-03,115.4615
2019-01-04,114.9817
2019-01-05,114.842
2019-01-06,114.7023
2019-01-07,114.5626
2019-01-08,114.7279
2019-01-09,114.1406
2019-01-10,114.0489
2019-01-11,114.0388
2019-01-12,114.1133
2019-01-13,114.1879
2019-01-14,114.2625
2019-01-15,114.337
2019-01-16,114.1341
2019-01-17,114.4095
2019-01-18,114.5563
2019-01-19,114.6054
2019-01-20,114.6545
2019-01-21,114.7037
2019-01-22,114.7528
2019-01-23,114.575
2019-01-24,114.6144
2019-01-25,114.018
2019-01-26,114.029
2019-01-27,114.0399
2019-01-28,114.0509
2019-01-29,114.0241
2019-01-30,114.0725
2019-01-31,113.5495
2019-02-01,113.7552
2019-02-02,113.7957
2019-02-03,113.8361
2019-02-04,113.8766
2019-02-05,114.0428
2019-02-06,114.2298
2019-02-07,114.4329
2019-02-08,114.499
2019-02-09,114.676
2019-02-10,114.853
2019-02-11,115.03
2019-02-12,114.7293
2019-02-13,114.9408
2019-02-14,115.1009
2019-02-15,114.9921
2019-02-16,114.8867
2019-02-17,114.7813
2019-02-18,114.676
2019-02-19,114.5706
2019-02-20,114.5401
2019-02-21,114.5097
2019-02-22,114.2709
2019-02-23,114.2288
2019-02-24,114.1866
2019-02-25,114.1445
2019-02-26,114.0693
2019-02-27,114.0376
2019-02-28,114.201
2019-03-01,114.5391
2019-03-02,114.5908
2019-03-03,114.6424
2019-03-04,114.6941
2019-03-05,114.8055
2019-03-06,114.974
2019-03-07,115.4943
2019-03-08,115.3617
2019-03-09,115.3406
2019-03-10,115.3196
2019-03-11,115.2985
2019-03-12,114.941
2019-03-13,114.7402
2019-03-14,114.793
2019-03-15,114.5844
2019-03-16,114.5362
2019-03-17,114.488
2019-03-18,114.4398
2019-03-19,114.2336
2019-03-20,114.1519
2019-03-21,114.1693
2019-03-22,114.6869
2019-03-23,114.5973
2019-03-24,114.5076
2019-03-25,114.418
2019-03-26,114.6427
2019-03-27,115.1267
2019-03-28,115.2602
2019-03-29,115.1393
2019-03-30,115.0718
2019-03-31,115.0044
2019-04-01,114.9369
2019-04-02,115.118
2019-04-03,114.7227
2019-04-04,114.9711
2019-04-05,114.9736
2019-04-06,114.8792
2019-04-07,114.7848
2019-04-08,114.6904
2019-04-09,114.5332
2019-04-10,114.4275
2019-04-11,114.6313
2019-04-12,114.3542
2019-04-13,114.4017
2019-04-14,114.4492
2019-04-15,114.4967
2019-04-16,114.6776
2019-04-17,114.5158
2019-04-18,114.7075
2019-04-19,114.6972
2019-04-20,114.7212
2019-04-21,114.7453
2019-04-22,114.7693
2019-04-23,115.1576
2019-04-24,115.418
2019-04-25,115.7681
2019-04-26,115.4695
2019-04-27,115.4852
2019-04-28,115.5008
2019-04-29,115.5165
2019-04-30,115.3226
2019-05-01,114.9964
2019-05-02,115.558
2019-05-03,115.2613
2019-05-04,115.2994
2019-05-05,115.3376
2019-05-06,115.3757
2019-05-07,115.6025
2019-05-08,115.5043
2019-05-09,115.8279
2019-05-10,115.5246
2019-05-11,115.6524
2019-05-12,115.7802
2019-05-13,115.908
2019-05-14,115.9316
2019-05-15,115.8496
2019-05-16,116.0295
2019-05-17,116.4384
2019-05-18,116.391
2019-05-19,116.3437
2019-05-20,116.2963
2019-05-21,116.2698
2019-05-22,116.2264
2019-05-23,116.2225
2019-05-24,116.0659
2019-05-25,116.1251
2019-05-26,116.1843
2019-05-27,116.2435
2019-05-28,116.3027
2019-05-29,116.5362
2019-05-30,116.3801
2019-05-31,116.7111
2019-06-01,116.6284
2019-06-02,116.5458
2019-06-03,116.4631
2019-06-04,116.0766
2019-06-05,116.0149
2019-06-06,115.9647
2019-06-07,115.7257
2019-06-08,115.6467
2019-06-09,115.5676
2019-06-10,115.4886
2019-06-11,115.3704
2019-06-12,115.4301
2019-06-13,115.62
2019-06-14,115.8966
2019-06-15,115.9169
2019-06-16,115.9372
2019-06-17,115.9575
2019-06-18,115.8687
2019-06-19,115.781
2019-06-20,114.7967
2019-06-21,114.8302
2019-06-22,114.7707
2019-06-23,114.7111
2019-06-24,114.6516
2019-06-25,114.6313
2019-06-26,114.5541
2019-06-27,114.6582
2019-06-28,114.577
2019-06-29,114.6248
2019-06-30,114.6727
2019-07-01,114.7205
2019-07-02,114.8251
2019-07-03,114.8118
2019-07-04,114.9614
2019-07-05,115.111
2019-07-06,115.0813
2019-07-07,115.0516
2019-07-08,115.0219
2019-07-09,115.0999
2019-07-10,115.0901
2019-07-11,114.8383
2019-07-12,114.7699
2019-07-13,114.7411
2019-07-14,114.7123
2019-07-15,114.6835
2019-07-16,115.0126
2019-07-17,114.8831
2019-07-18,114.8739
2019-07-19,114.8662
2019-07-20,114.911
2019-07-21,114.9558
2019-07-22,115.0006
2019-07-23,115.2988
2019-07-24,115.2431
2019-07-25,115.298
2019-07-26,115.5442
2019-07-27,115.5588
2019-07-28,115.5733
2019-07-29,115.5879
2019-07-30,115.6216
2019-07-31,115.4941
2019-08-01,116.0497
2019-08-02,116.185
2019-08-03,116.3177
2019-08-04,116.4504
2019-08-05,116.5831
2019-08-06,116.6899
2019-08-07,116.8026
2019-08-08,116.4764
2019-08-09,116.4436
2019-08-10,116.5489
2019-08-11,116.6542
2019-08-12,116.7595
2019-08-13,116.7305
2019-08-14,117.0942
2019-08-15,117.2261
2019-08-16,117.0798
2019-08-17,117.1838
2019-08-18,117.2878
2019-08-19,117.3918
2019-08-20,117.3761
2019-08-21,117.1802
2019-08-22,117.3603
2019-08-23,117.3067
2019-08-24,117.4285
2019-08-25,117.5503
2019-08-26,117.6721
2019-08-27,117.757
2019-08-28,117.8827
2019-08-29,118.0696
2019-08-30,118.1637
2019-08-31,118.2018
2019-09-01,118.2398
2019-09-02,118.2779
2019-09-03,118.3159
2019-09-04,117.6773
2019-09-05,117.4823
2019-09-06,117.1332
2019-09-07,117.1103
2019-09-08,117.0873
2019-09-09,117.0644
2019-09-10,117.0923
2019-09-11,117.3158
2019-09-12,116.8406
2019-09-13,116.7702
2019-09-14,116.8556
2019-09-15,116.941
2019-09-16,117.0264
2019-09-17,116.9843
2019-09-18,116.9798
2019-09-19,117.09
2019-09-20,117.1859
2019-09-21,117.2248
2019-09-22,117.2638
2019-09-23,117.3027
2019-09-24,117.2271
2019-09-25,117.657
2019-09-26,117.7316
2019-09-27,117.7271
2019-09-28,117.8018
2019-09-29,117.8765
2019-09-30,117.9512
2019-10-01,117.9646
2019-10-02,117.9725
2019-10-03,117.6661
2019-10-04,117.5331
2019-10-05,117.5412
2019-10-06,117.5494
2019-10-07,117.5575
2019-10-08,117.744
2019-10-09,117.6876
2019-10-10,117.2844
2019-10-11,116.8291
2019-10-12,116.8256
2019-10-13,116.8222
2019-10-14,116.8187
2019-10-15,116.8153
2019-10-16,116.647
2019-10-17,116.2658
2019-10-18,116.1391
2019-10-19,116.1088
2019-10-20,116.0785
2019-10-21,116.0482
2019-10-22,115.9892
2019-10-23,116.0621
2019-10-24,116.1308
2019-10-25,116.0804
2019-10-26,116.0621
2019-10-27,116.0438
2019-10-28,116.0255
2019-10-29,115.9834
2019-10-30,116.1673
2019-10-31,115.9163
2019-11-01,115.735
2019-11-02,115.7788
2019-11-03,115.8227
2019-11-04,115.8665
2019-11-05,116.1171
2019-11-06,116.1037
2019-11-07,116.12
2019-11-08,116.3461
2019-11-09,116.4061
2019-11-10,116.4661
2019-11-11,116.5261
2019-11-12,116.5861
2019-11-13,116.8425
2019-11-14,116.8054
2019-11-15,116.4432
2019-11-16,116.4176
2019-11-17,116.392
2019-11-18,116.3664
2019-11-19,116.5437
2019-11-20,116.8332
2019-11-21,116.7485
2019-11-22,116.9182
2019-11-23,116.9503
2019-11-24,116.9823
2019-11-25,117.0144
2019-11-26,117.057
2019-11-27,117.1323
2019-11-28,117.129
2019-11-29,117.1256
2019-11-30,117.0747
2019-12-01,117.0237
2019-12-02,116.9728
2019-12-03,116.8975
2019-12-04,116.7007
2019-12-05,116.3926
2019-12-06,116.5452
2019-12-07,116.4754
2019-12-08,116.4055
2019-12-09,116.3357
2019-12-10,116.2617
2019-12-11,116.1548
2019-12-12,115.881
2019-12-13,115.7036
2019-12-14,115.6562
2019-12-15,115.6089
2019-12-16,115.5615
2019-12-17,115.5609
2019-12-18,115.6672
2019-12-19,115.6044
2019-12-20,115.7646
2019-12-21,115.7799
2019-12-22,115.7953
2019-12-23,115.8106
2019-12-24,115.7536
2019-12-25,115.6966
2019-12-26,115.6396
2019-12-27,115.2259
2019-12-28,115.1403
2019-12-29,115.0547
2019-12-30,114.9691
2019-12-31,114.6751
2020-01-01,114.8289
2020-01-02,114.9827
2020-01-03,114.9933
2020-01-04,114.982
2020-01-05,114.9707
2020-01-06,114.9594
2020-01-07,115.1641
2020-01-08,115.1429
2020-01-09,115.2602
2020-01-10,115.0943
2020-01-11,115.0896
2020-01-12,115.085
2020-01-13,115.0803
2020-01-14,115.0723
2020-01-15,115.0029
2020-01-16,115.0524
2020-01-17,115.1222
2020-01-18,115.1501
2020-01-19,115.178
2020-01-20,115.2058
2020-01-21,115.2337
2020-01-22,115.2705
2020-01-23,115.5952
2020-01-24,115.603
2020-01-25,115.687
2020-01-26,115.7709
2020-01-27,115.8549
2020-01-28,115.7683
2020-01-29,115.7416
2020-01-30,115.8473
2020-01-31,115.7719
2020-02-01,115.8954
2020-02-02,116.0189
2020-02-03,116.1424
2020-02-04,115.9566
2020-02-05,116.0359
2020-02-06,116.1844
2020-02-07,116.5401
2020-02-08,116.5618
2020-02-09,116.5834
2020-02-10,116.6051
2020-02-11,116.3975
2020-02-12,116.315
2020-02-13,116.4305
2020-02-14,116.4441
2020-02-15,116.4908
2020-02-16,116.5376
2020-02-17,116.5843
2020-02-18,116.631
2020-02-19,116.8175
2020-02-20,117.2862
2020-02-21,117.0773
2020-02-22,117.1971
2020-02-23,117.3168
2020-02-24,117.4366
2020-02-25,117.2741
2020-02-26,117.4523
2020-02-27,117.4323
2020-02-28,117.7433
2020-02-29,117.4639
2020-03-01,117.1846
2020-03-02,116.9052
2020-03-03,116.5755
2020-03-04,116.8861
2020-03-05,116.9096
2020-03-06,116.8384
2020-03-07,117.005
2020-03-08,117.1716
2020-03-09,117.3382
2020-03-10,118.0755
2020-03-11,118.4321
2020-03-12,120.732
2020-03-13,120.6721
2020-03-14,120.8524
2020-03-15,121.0328
2020-03-16,121.2131
2020-03-17,122.7945
2020-03-18,124.5121
2020-03-19,125.4018
2020-03-20,125.2524
2020-03-21,125.6655
2020-03-22,126.0786
2020-03-23,126.4917
2020-03-24,125.845
2020-03-25,125.1058
2020-03-26,122.6677
2020-03-27,122.6495
2020-03-28,122.9528
2020-03-29,123.2562
2020-03-30,123.5595
2020-03-31,122.7786
2020-04-01,124.0765
2020-04-02,123.8687
2020-04-03,124.7294
2020-04-04,124.645
2020-04-05,124.5605
2020-04-06,124.4761
2020-04-07,123.3938
2020-04-08,123.4983
2020-04-09,122.7407
2020-04-10,122.4261
2020-04-11,122.5491
2020-04-12,122.6721
2020-04-13,122.7951
2020-04-14,122.3744
2020-04-15,123.3702
2020-04-16,123.757
2020-04-17,123.1599
2020-04-18,123.2401
2020-04-19,123.3204
2020-04-20,123.4006
2020-04-21,124.2303
2020-04-22,124.2474
2020-04-23,124.0779
2020-04-24,124.502
2020-04-25,124.4092
2020-04-26,124.3164
2020-04-27,124.2236
2020-04-28,123.7025
2020-04-29,123.0685
2020-04-30,122.6397
2020-05-01,123.4882
2020-05-02,123.5065
2020-05-03,123.5249
2020-05-04,123.5432
2020-05-05,123.1117
2020-05-06,123.9399
2020-05-07,123.4496
2020-05-08,122.8528
2020-05-09,123.0944
2020-05-10,123.3361
2020-05-11,123.5777
2020-05-12,123.4061
2020-05-13,123.9057
2020-05-14,124.0043
2020-05-15,123.9524
2020-05-16,123.6735
2020-05-17,123.3946
2020-05-18,123.1157
2020-05-19,122.8872
2020-05-20,122.4132
2020-05-21,122.3868
2020-05-22,122.6088
2020-05-23,122.3628
2020-05-24,122.1167
2020-05-25,121.8707
2020-05-26,121.6247
2020-05-27,121.7993
2020-05-28,121.2448
2020-05-29,121.1892
2020-05-30,120.958
2020-05-31,120.7267
2020-06-01,120.4955
2020-06-02,119.8942
2020-06-03,119.4414
2020-06-04,119.4977
2020-06-05,118.9946
2020-06-06,118.9437
2020-06-07,118.8928
2020-06-08,118.8419
2020-06-09,118.7803
2020-06-10,118.7287
2020-06-11,119.4758
2020-06-12,119.9044
2020-06-13,120.0063
2020-06-14,120.1081
2020-06-15,120.21
2020-06-16,119.8059
2020-06-17,120.167
2020-06-18,120.4933
2020-06-19,120.4978
2020-06-20,120.3363
2020-06-21,120.1748
2020-06-22,120.0133
2020-06-23,119.5766
2020-06-24,120.2537
2020-06-25,120.5904
2020-06-26,120.8395
2020-06-27,120.8874
2020-06-28,120.9353
2020-06-29,120.9832
2020-06-30,120.7806
2020-07-01,120.369
2020-07-02,120.1295
2020-07-03,119.9868
2020-07-04,119.8441
2020-07-05,119.7014
2020-07-06,119.5587
2020-07-07,119.8612
2020-07-08,119.8447
2020-07-09,119.8003
2020-07-10,119.6276
2020-07-11,119.5735
2020-07-12,119.5193
2020-07-13,119.4652
2020-07-14,119.6773
2020-07-15,119.3008
2020-07-16,119.1913
2020-07-17,119.3993
2020-07-18,119.3732
2020-07-19,119.3471
2020-07-20,119.321
2020-07-21,118.6545
2020-07-22,118.3725
2020-07-23,118.3011
2020-07-24,118.3748
2020-07-25,118.1212
2020-07-26,117.8676
2020-07-27,117.614
2020-07-28,117.5437
2020-07-29,117.4379
2020-07-30,117.6333
2020-07-31,117.4471
2020-08-01,117.6547
2020-08-02,117.8623
2020-08-03,118.0699
2020-08-04,118.0528
2020-08-05,117.1323
2020-08-06,117.2997
2020-08-07,117.8977
2020-08-08,117.8836
2020-08-09,117.8694
2020-08-10,117.8553
2020-08-11,117.6482
2020-08-12,117.5346
2020-08-13,117.3869
2020-08-14,117.1973
2020-08-15,117.1359
2020-08-16,117.0746
2020-08-17,117.0132
2020-08-18,116.8215
2020-08-19,116.8251
2020-08-20,117.0861
2020-08-21,117.3283
2020-08-22,117.2802
2020-08-23,117.2321
2020-08-24,117.184
2020-08-25,117.0954
2020-08-26,116.8995
2020-08-27,116.9228
2020-08-28,116.1868
2020-08-29,116.1275
2020-08-30,116.0683
2020-08-31,116.009
2020-09-01,115.8059
2020-09-02,116.276
2020-09-03,116.3072
2020-09-04,116.27
2020-09-05,116.3821
2020-09-06,116.4941
2020-09-07,116.6062
2020-09-08,116.7183
2020-09-09,116.3777
2020-09-10,116.1311
2020-09-11,116.3441
2020-09-12,116.1933
2020-09-13,116.0426
2020-09-14,115.8918
2020-09-15,115.8425
2020-09-16,115.6015
2020-09-17,115.6881
2020-09-18,115.4919
2020-09-19,115.883
2020-09-20,116.274
2020-09-21,116.6651
2020-09-22,116.8417
2020-09-23,117.568
2020-09-24,117.8592
2020-09-25,118.1917
2020-09-26,118.1095
2020-09-27,118.0272
2020-09-28,117.945
2020-09-29,117.8581
2020-09-30,117.2639
2020-10-01,117.0383
2020-10-02,117.0428
2020-10-03,116.8535
2020-10-04,116.6643
2020-10-05,116.475
2020-10-06,116.5648
2020-10-07,116.6513
2020-10-08,116.467
2020-10-09,115.5762
2020-10-10,115.7364
2020-10-11,115.8966
2020-10-12,116.0569
2020-10-13,116.2171
2020-10-14,115.9928
2020-10-15,116.4165
2020-10-16,116.0807
2020-10-17,115.9579
2020-10-18,115.8352
2020-10-19,115.7124
2020-10-20,115.5579
2020-10-21,115.2163
2020-10-22,115.4152
2020-10-23,115.3117
2020-10-24,115.4018
2020-10-25,115.492
2020-10-26,115.5821
2020-10-27,115.31
2020-10-28,116.1218
2020-10-29,116.6461
2020-10-30,116.4705
2020-10-31,116.5054
2020-11-01,116.5403
2020-11-02,116.5752
2020-11-03,115.7992
2020-11-04,115.477
2020-11-05,114.758
2020-11-06,114.279
2020-11-07,114.3079
2020-11-08,114.3367
2020-11-09,114.3656
2020-11-10,114.3511
2020-11-11,114.4625
2020-11-12,114.5738
2020-11-13,114.5336
2020-11-14,114.3934
2020-11-15,114.2531
2020-11-16,114.1129
2020-11-17,113.9644
2020-11-18,113.731
2020-11-19,113.9605
2020-11-20,113.7563
2020-11-21,113.8468
2020-11-22,113.9372
2020-11-23,114.0277
2020-11-24,113.6965
2020-11-25,113.4415
2020-11-26,113.4525
2020-11-27,113.4635
2020-11-28,113.4745
2020-11-29,113.4855
2020-11-30,113.4965
2020-12-01,113.0622
2020-12-02,112.8709
2020-12-03,112.2647
2020-12-04,112.0234
2020-12-05,112.0434
2020-12-06,112.0634
2020-12-07,112.0834
2020-12-08,112.1088
2020-12-09,112.2823
2020-12-10,112.2281
2020-12-11,112.3944
2020-12-12,112.4061
2020-12-13,112.4178
2020-12-14,112.4295
2020-12-15,112.109
2020-12-16,111.9596
2020-12-17,111.45
2020-12-18,111.8457
2020-12-19,111.9604
2020-12-20,112.0752
2020-12-21,112.1899
2020-12-22,112.4475
2020-12-23,112.229
2020-12-24,112.2308
2020-12-25,112.2325
2020-12-26,112.2343
2020-12-27,112.236
2020-12-28,112.2378
2020-12-29,111.7643
2020-12-30,111.5566
2020-12-31,111.5626
2021-01-01,111.5417
2021-01-02,111.5209
2021-01-03,111.5
2021-01-04,111.4791
2021-01-05,111.2167
2021-01-06,111.1146
2021-01-07,111.5756
2021-01-08,111.5564
2021-01-09,111.7404
2021-01-10,111.9245
2021-01-11,112.1085
2021-01-12,111.8209
2021-01-13,111.6246
2021-01-14,111.4121
2021-01-15,111.7798
2021-01-16,111.765
2021-01-17,111.7503
2021-01-18,111.7355
2021-01-19,111.7208
2021-01-20,111.5939
2021-01-21,111.467
2021-01-22,111.821
2021-01-23,111.9284
2021-01-24,112.0358
2021-01-25,112.1432
2021-01-26,111.922
2021-01-27,112.3536
2021-01-28,112.2838
2021-01-29,112.2376
2021-01-30,112.3959
2021-01-31,112.5542
2021-02-01,112.7125
2021-02-02,112.5858
2021-02-03,112.5538
2021-02-04,113.0481
2021-02-05,112.5293
2021-02-06,112.4641
2021-02-07,112.3988
2021-02-08,112.3336
2021-02-09,112.0517
2021-02-10,111.8678
2021-02-11,111.8156
2021-02-12,111.7773
2021-02-13,111.8544
2021-02-14,111.9316
2021-02-15,112.0087
2021-02-16,112.0858
2021-02-17,112.319
2021-02-18,112.4486
2021-02-19,111.9853
2021-02-20,112.0528
2021-02-21,112.1204
2021-02-22,112.1879
2021-02-23,112.1664
2021-02-24,112.1664
2021-02-25,112.1997
2021-02-26,113.1231
